bin_lo_us,bin_hi_us,count
0,1,32
1,2,56
2,3,56
3,4,56
4,5,56
5,6,56
6,7,56
7,8,56
8,9,56
9,10,56
10,11,48
11,12,64
12,13,160
13,14,168
14,15,168
15,16,168
16,17,168
17,18,168
18,19,176
19,20,224
20,21,224
21,22,273
22,23,280
23,24,317
24,25,312
25,26,369
26,27,392
27,28,411
28,29,448
29,30,448
30,31,490
31,32,496
32,33,524
33,34,560
34,35,570
35,36,616
36,37,616
37,38,659
38,39,664
39,40,701
40,41,728
41,42,728
42,43,784
43,44,784
44,45,806
45,46,840
46,47,852
47,48,896
48,49,896
49,50,947
50,51,959
51,52,985
52,53,1008
53,54,1056
54,55,1064
55,56,1105
56,57,1120
57,58,1165
58,59,1183
59,60,1194
60,61,1232
61,62,1233
62,63,1265
63,64,1296
64,65,1147
65,66,1353
66,67,1361
67,68,1422
68,69,1417
69,70,1469
70,71,1480
71,72,1542
72,73,1559
73,74,1609
74,75,1640
75,76,1709
76,77,1770
77,78,1837
78,79,1964
79,80,2054
80,81,2236
81,82,2401
82,83,2578
83,84,2825
84,85,3116
85,86,3455
86,87,3472
87,88,3513
88,89,3468
89,90,3498
90,91,3472
91,92,3468
92,93,3430
93,94,3407
94,95,3370
95,96,3360
96,97,3327
97,98,3304
98,99,3304
99,100,3265
100,101,3245
101,102,3206
102,103,3191
103,104,3174
104,105,3139
105,106,2935
106,107,3086
107,108,3079
108,109,3043
109,110,3021
110,111,3002
111,112,2971
112,113,2964
113,114,2939
114,115,2904
115,116,2870
116,117,2856
117,118,2855
118,119,2804
119,120,2794
120,121,2515
121,122,2744
122,123,2710
123,124,2684
124,125,2644
125,126,2617
126,127,2577
127,128,2575
128,129,2538
129,130,2516
130,131,2512
131,132,2475
132,133,2463
133,134,2429
134,135,2408
135,136,2391
136,137,2354
137,138,2334
138,139,2296
139,140,2286
140,141,2233
141,142,2197
142,143,2134
143,144,2094
144,145,2020
145,146,1942
146,147,1849
147,148,1777
148,149,1687
149,150,1573
150,151,1434
151,152,1273
152,153,1123
153,154,1016
154,155,797
155,156,626
156,157,440
157,158,271
158,159,176
159,160,85
160,161,45
161,162,36
162,163,23
163,164,1
164,165,0
165,166,0
166,167,0
167,168,0
168,169,0
169,170,0
170,171,0
171,172,0
172,173,0
173,174,0
174,175,0
175,176,0
176,177,0
177,178,0
178,179,0
179,180,0
180,181,0
181,182,0
182,183,0
183,184,0
184,185,0
185,186,0
186,187,0
187,188,0
188,189,0
189,190,0
190,191,0
191,192,0
192,193,0
193,194,0
194,195,0
195,196,0
196,197,0
197,198,0
198,199,0
199,200,0
