exp,run_id,engine,scenario,scheme,mode,batch,zipf_s,ep_size,total_tokens,konig_us,rtt_us,barrier_us,cct_us,step_us,throughput_GBs,lat_mean,lat_p50,lat_p99,hot_p99,cold_p99,hot_mean,cold_mean,roundtrip_step_us,hist_path
exp1_dispatch,s1_packet_spray_b1024_z0.3_ep0_sd1,behavioral,1,packet_spray,dispatch,1024,0.3,128,1048576,436.38784,0.0,2.0,578.42088,580.42088,12994.331685,222.60556,160.0964,363.95432,537.1332,247.97608,283.613279,198.746067,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s1_packet_spray_b1024_z0.3_ep0_sd1/hist.csv
exp1_dispatch,s1_packet_spray_b1024_z0.7_ep0_sd1,behavioral,1,packet_spray,dispatch,1024,0.7,128,1048576,1281.35168,0.0,2.0,1418.65384,1420.65384,5298.116113,299.512658,165.114,898.83048,902.41448,211.27592,478.576842,177.302831,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s1_packet_spray_b1024_z0.7_ep0_sd1/hist.csv
exp1_dispatch,s1_packet_spray_b1024_z0.9_ep0_sd1,behavioral,1,packet_spray,dispatch,1024,0.9,128,1048576,1781.10464,0.0,2.0,1915.25288,1917.25288,3924.386616,382.444756,172.42536,1323.17608,1331.06088,207.97864,607.816877,167.687195,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s1_packet_spray_b1024_z0.9_ep0_sd1/hist.csv
exp1_dispatch,s1_packet_spray_b1024_z0_ep0_sd1,behavioral,1,packet_spray,dispatch,1024,0.0,128,1048576,161.28,0.0,2.0,302.59624,304.59624,24839.015739,213.861888,159.95304,283.81608,289.8372,278.08168,214.414464,213.803923,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s1_packet_spray_b1024_z0_ep0_sd1/hist.csv
exp1_dispatch,s1_packet_spray_b16_z0.3_ep0_sd1,behavioral,1,packet_spray,dispatch,16,0.3,128,16384,7.8848,0.0,2.0,9.85512,11.85512,11916.700355,3.370504,3.26056,7.13128,8.42152,4.83752,4.357414,2.985577,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s1_packet_spray_b16_z0.3_ep0_sd1/hist.csv
exp1_dispatch,s1_packet_spray_b16_z0.7_ep0_sd1,behavioral,1,packet_spray,dispatch,16,0.7,128,16384,20.7872,0.0,2.0,22.90088,24.90088,5128.209571,4.589492,3.40392,19.03016,21.0372,4.12072,7.442188,2.622894,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s1_packet_spray_b16_z0.7_ep0_sd1/hist.csv
exp1_dispatch,s1_packet_spray_b16_z0.9_ep0_sd1,behavioral,1,packet_spray,dispatch,16,0.9,128,16384,28.95872,0.0,2.0,30.78568,32.78568,3814.77726,5.871,3.69064,26.34152,28.2052,3.69064,9.423562,2.419845,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s1_packet_spray_b16_z0.9_ep0_sd1/hist.csv
exp1_dispatch,s1_packet_spray_b16_z0_ep0_sd1,behavioral,1,packet_spray,dispatch,16,0.0,128,16384,4.15744,0.0,2.0,6.41448,8.41448,18308.656664,3.224877,3.26056,5.2676,5.12424,5.2676,3.219139,3.237687,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s1_packet_spray_b16_z0_ep0_sd1/hist.csv
exp1_dispatch,s1_packet_spray_b256_z0.3_ep0_sd1,behavioral,1,packet_spray,dispatch,256,0.3,128,262144,116.26496,0.0,2.0,150.34792,152.34792,12497.999254,54.556488,48.70568,94.72424,133.86152,65.90888,70.267091,48.493437,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s1_packet_spray_b256_z0.3_ep0_sd1/hist.csv
exp1_dispatch,s1_packet_spray_b256_z0.7_ep0_sd1,behavioral,1,packet_spray,dispatch,256,0.7,128,262144,333.16864,0.0,2.0,367.39496,369.39496,5114.518152,74.009078,49.56584,244.39208,335.85576,56.59048,119.482767,43.106022,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s1_packet_spray_b256_z0.7_ep0_sd1/hist.csv
exp1_dispatch,s1_packet_spray_b256_z0.9_ep0_sd1,behavioral,1,packet_spray,dispatch,256,0.9,128,262144,459.89888,0.0,2.0,494.26856,496.26856,3801.674523,94.738607,53.2932,341.01672,454.98792,52.00296,151.735408,40.553127,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s1_packet_spray_b256_z0.9_ep0_sd1/hist.csv
exp1_dispatch,s1_packet_spray_b256_z0_ep0_sd1,behavioral,1,packet_spray,dispatch,256,0.0,128,262144,44.87168,0.0,2.0,79.8148,81.8148,23542.603527,52.348766,48.70568,66.76904,73.93704,72.6468,52.834157,52.250328,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s1_packet_spray_b256_z0_ep0_sd1/hist.csv
exp1_dispatch,s1_packet_spray_b4096_z0.3_ep0_sd1,behavioral,1,packet_spray,dispatch,4096,0.3,128,4194304,1715.15904,0.0,2.0,2289.27912,2291.27912,13132.855146,899.491864,924.34856,1819.63176,1818.34152,1042.4772,1141.337348,804.377064,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s1_packet_spray_b4096_z0.3_ep0_sd1/hist.csv
exp1_dispatch,s1_packet_spray_b4096_z0.7_ep0_sd1,behavioral,1,packet_spray,dispatch,4096,0.7,128,4194304,5062.32832,0.0,2.0,5602.7588,5604.7588,5366.065566,1205.559845,969.65032,4944.87976,4958.92904,883.06088,1917.17602,719.704251,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s1_packet_spray_b4096_z0.7_ep0_sd1/hist.csv
exp1_dispatch,s1_packet_spray_b4096_z0.9_ep0_sd1,behavioral,1,packet_spray,dispatch,4096,0.9,128,4194304,7081.2672,0.0,2.0,7593.88584,7595.88584,3959.075986,1537.159036,1112.7236,6938.01384,6953.21,805.9332,2433.931596,682.473272,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s1_packet_spray_b4096_z0.9_ep0_sd1/hist.csv
exp1_dispatch,s1_packet_spray_b4096_z0_ep0_sd1,behavioral,1,packet_spray,dispatch,4096,0.0,128,4194304,615.0144,0.0,2.0,1192.57512,1194.57512,25209.96,865.266336,923.05832,1160.46248,1110.5732,1152.57768,865.351965,865.131921,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s1_packet_spray_b4096_z0_ep0_sd1/hist.csv
exp1_dispatch,s1_ub_rg_b1024_z0.3_ep0_sd1,behavioral,1,ub_rg,dispatch,1024,0.3,128,1048576,440.54528,0.6,0.4,441.735229,442.135229,17015.153579,84.534607,21.090476,226.134462,397.848487,109.398996,145.838319,60.488236,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s1_ub_rg_b1024_z0.3_ep0_sd1/hist.csv
exp1_dispatch,s1_ub_rg_b1024_z0.7_ep0_sd1,behavioral,1,ub_rg,dispatch,1024,0.7,128,1048576,1278.7712,0.6,0.4,1279.961149,1280.361149,5872.203834,162.121036,21.089787,768.996666,769.21968,66.302844,342.389934,39.277034,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s1_ub_rg_b1024_z0.7_ep0_sd1/hist.csv
exp1_dispatch,s1_ub_rg_b1024_z0.9_ep0_sd1,behavioral,1,ub_rg,dispatch,1024,0.9,128,1048576,1776.80384,0.6,0.4,1777.993789,1778.393789,4227.344782,246.06495,21.087507,1197.786426,1198.09191,68.356891,473.442488,29.824221,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s1_ub_rg_b1024_z0.9_ep0_sd1/hist.csv
exp1_dispatch,s1_ub_rg_b1024_z0_ep0_sd1,behavioral,1,ub_rg,dispatch,1024,0.0,128,1048576,164.29056,0.6,0.4,165.480509,165.880509,45420.411138,75.80673,21.093832,145.518915,151.306098,139.941088,76.258945,75.671693,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s1_ub_rg_b1024_z0_ep0_sd1/hist.csv
exp1_dispatch,s1_ub_rg_b16_z0.3_ep0_sd1,behavioral,1,ub_rg,dispatch,16,0.3,128,16384,8.45824,0.6,0.4,9.510604,9.910604,12348.376,2.977649,2.790473,6.389763,7.936559,4.237267,4.047007,2.526311,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s1_ub_rg_b16_z0.3_ep0_sd1/hist.csv
exp1_dispatch,s1_ub_rg_b16_z0.7_ep0_sd1,behavioral,1,ub_rg,dispatch,16,0.7,128,16384,21.79072,0.6,0.4,22.843084,23.243084,5141.184654,4.166879,2.977684,18.00128,20.12746,3.368414,7.044321,2.052237,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s1_ub_rg_b16_z0.7_ep0_sd1/hist.csv
exp1_dispatch,s1_ub_rg_b16_z0.9_ep0_sd1,behavioral,1,ub_rg,dispatch,16,0.9,128,16384,29.53216,0.6,0.4,30.584524,30.984524,3839.86727,5.448719,3.383015,25.51682,27.363655,2.920926,9.031905,1.84641,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s1_ub_rg_b16_z0.9_ep0_sd1/hist.csv
exp1_dispatch,s1_ub_rg_b16_z0_ep0_sd1,behavioral,1,ub_rg,dispatch,16,0.0,128,16384,4.3008,0.6,0.4,5.920297,6.320297,19836.928438,2.850538,2.793167,4.875303,5.158421,4.818298,2.895759,2.840386,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s1_ub_rg_b16_z0_ep0_sd1/hist.csv
exp1_dispatch,s1_ub_rg_b256_z0.3_ep0_sd1,behavioral,1,ub_rg,dispatch,256,0.3,128,262144,113.2544,0.6,0.4,114.354897,114.754897,16431.724732,22.878248,16.777068,37.859873,100.505382,33.701457,38.226808,16.912495,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s1_ub_rg_b256_z0.3_ep0_sd1/hist.csv
exp1_dispatch,s1_ub_rg_b256_z0.7_ep0_sd1,behavioral,1,ub_rg,dispatch,256,0.7,128,262144,327.00416,0.6,0.4,328.104657,328.504657,5726.978118,42.263394,16.835001,88.498906,303.21892,24.214842,87.36371,11.593256,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s1_ub_rg_b256_z0.7_ep0_sd1/hist.csv
exp1_dispatch,s1_ub_rg_b256_z0.9_ep0_sd1,behavioral,1,ub_rg,dispatch,256,0.9,128,262144,446.13632,0.6,0.4,447.236817,447.636817,4201.461329,63.171302,18.228045,148.421667,423.814504,19.448135,120.060979,9.20195,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s1_ub_rg_b256_z0.9_ep0_sd1/hist.csv
exp1_dispatch,s1_ub_rg_b256_z0_ep0_sd1,behavioral,1,ub_rg,dispatch,256,0.0,128,262144,43.29472,0.6,0.4,44.907827,45.307827,41842.331857,20.716417,16.775224,34.417009,40.871566,40.49208,20.952338,20.702539,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s1_ub_rg_b256_z0_ep0_sd1/hist.csv
exp1_dispatch,s1_ub_rg_b4096_z0.3_ep0_sd1,behavioral,1,ub_rg,dispatch,4096,0.3,128,4194304,1720.03328,0.6,0.4,1721.188102,1721.588102,17467.452299,330.700103,351.407422,1253.385385,1253.385385,471.364797,574.623939,234.673219,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s1_ub_rg_b4096_z0.3_ep0_sd1/hist.csv
exp1_dispatch,s1_ub_rg_b4096_z0.7_ep0_sd1,behavioral,1,ub_rg,dispatch,4096,0.7,128,4194304,5070.6432,0.6,0.4,5071.798022,5072.198022,5927.832879,640.196272,414.703042,4417.483945,4417.439026,311.001759,1359.452533,149.58846,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s1_ub_rg_b4096_z0.7_ep0_sd1/hist.csv
exp1_dispatch,s1_ub_rg_b4096_z0.9_ep0_sd1,behavioral,1,ub_rg,dispatch,4096,0.9,128,4194304,7069.65504,0.6,0.4,7070.809862,7071.209862,4251.95581,976.051601,584.854134,6421.083305,6421.077831,232.58965,1883.627028,112.144702,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s1_ub_rg_b4096_z0.9_ep0_sd1/hist.csv
exp1_dispatch,s1_ub_rg_b4096_z0_ep0_sd1,behavioral,1,ub_rg,dispatch,4096,0.0,128,4194304,619.02848,0.6,0.4,620.183302,620.583302,48477.234017,296.047726,351.417287,589.602008,539.428295,582.221313,296.194582,295.696288,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s1_ub_rg_b4096_z0_ep0_sd1/hist.csv
exp1_dispatch,s2_packet_spray_b1024_z0.3_ep0_sd1,behavioral,2,packet_spray,dispatch,1024,0.3,1024,8388608,831.77472,0.0,4.0,976.30152,980.30152,61589.110446,238.796209,265.666,640.69576,639.97896,272.26056,321.323323,206.988654,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s2_packet_spray_b1024_z0.3_ep0_sd1/hist.csv
exp1_dispatch,s2_packet_spray_b1024_z0.7_ep0_sd1,behavioral,2,packet_spray,dispatch,1024,0.7,1024,8388608,5562.368,0.0,4.0,5701.59048,5705.59048,10546.099787,519.149385,314.98184,5030.2356,5047.58216,221.9412,923.57699,180.44443,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s2_packet_spray_b1024_z0.7_ep0_sd1/hist.csv
exp1_dispatch,s2_packet_spray_b1024_z0.9_ep0_sd1,behavioral,2,packet_spray,dispatch,1024,0.9,1024,8388608,10587.8528,0.0,4.0,10725.64168,10729.64168,5606.148698,1103.601673,918.52744,10028.19528,10052.42312,195.27624,1735.263757,167.973318,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s2_packet_spray_b1024_z0.9_ep0_sd1/hist.csv
exp1_dispatch,s2_packet_spray_b1024_z0_ep0_sd1,behavioral,2,packet_spray,dispatch,1024,0.0,1024,8388608,163.86048,0.0,4.0,313.11816,317.11816,192034.668778,224.302017,270.6836,302.79624,295.48488,301.36264,224.317384,224.221064,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s2_packet_spray_b1024_z0_ep0_sd1/hist.csv
exp1_dispatch,s2_packet_spray_b16_z0.3_ep0_sd1,behavioral,2,packet_spray,dispatch,16,0.3,1024,131072,15.7696,0.0,4.0,18.37,22.37,51144.479913,4.478644,4.32072,9.62504,12.77896,5.75432,5.951693,3.893439,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s2_packet_spray_b16_z0.3_ep0_sd1/hist.csv
exp1_dispatch,s2_packet_spray_b16_z0.7_ep0_sd1,behavioral,2,packet_spray,dispatch,16,0.7,1024,131072,91.7504,0.0,4.0,94.63752,98.63752,9927.606894,8.857166,4.60744,66.25224,79.58472,4.7508,15.328788,3.293162,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s2_packet_spray_b16_z0.7_ep0_sd1/hist.csv
exp1_dispatch,s2_packet_spray_b16_z0.9_ep0_sd1,behavioral,2,packet_spray,dispatch,16,0.9,1024,131072,171.17184,0.0,4.0,173.62888,177.62888,5411.104973,18.028409,6.1844,144.24008,153.98856,4.32072,28.103779,2.987514,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s2_packet_spray_b16_z0.9_ep0_sd1/hist.csv
exp1_dispatch,s2_packet_spray_b16_z0_ep0_sd1,behavioral,2,packet_spray,dispatch,16,0.0,1024,131072,4.73088,0.0,4.0,7.618,11.618,123329.495406,4.24249,4.32072,6.32776,6.47112,6.47112,4.275155,4.249185,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s2_packet_spray_b16_z0_ep0_sd1/hist.csv
exp1_dispatch,s2_packet_spray_b256_z0.3_ep0_sd1,behavioral,2,packet_spray,dispatch,256,0.3,1024,2097152,210.0224,0.0,4.0,246.16904,250.16904,61065.296985,60.857716,45.17832,122.59272,127.46696,67.8292,81.669547,52.66935,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s2_packet_spray_b256_z0.3_ep0_sd1/hist.csv
exp1_dispatch,s2_packet_spray_b256_z0.7_ep0_sd1,behavioral,2,packet_spray,dispatch,256,0.7,1024,2097152,1407.36512,0.0,4.0,1442.79496,1446.79496,10418.93405,130.890055,50.05256,873.65576,863.76392,54.21,232.198,45.574433,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s2_packet_spray_b256_z0.7_ep0_sd1/hist.csv
exp1_dispatch,s2_packet_spray_b256_z0.9_ep0_sd1,behavioral,2,packet_spray,dispatch,256,0.9,1024,2097152,2658.6112,0.0,4.0,2693.03752,2697.03752,5581.944338,276.974498,58.08072,2073.00552,2049.0644,48.04552,435.140954,42.118606,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s2_packet_spray_b256_z0.9_ep0_sd1/hist.csv
exp1_dispatch,s2_packet_spray_b256_z0_ep0_sd1,behavioral,2,packet_spray,dispatch,256,0.0,1024,2097152,47.02208,0.0,4.0,83.31208,87.31208,180434.644484,57.207748,44.74824,77.29096,76.28744,76.14408,57.260104,57.131416,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s2_packet_spray_b256_z0_ep0_sd1/hist.csv
exp1_dispatch,s2_ub_rg_b1024_z0.3_ep0_sd1,behavioral,2,ub_rg,dispatch,1024,0.3,1024,8388608,827.61728,1.1,1.2,829.566672,830.766672,72483.07361,95.414451,129.382735,502.646486,502.582697,129.387371,168.018255,66.546716,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s2_ub_rg_b1024_z0.3_ep0_sd1/hist.csv
exp1_dispatch,s2_ub_rg_b1024_z0.7_ep0_sd1,behavioral,2,ub_rg,dispatch,1024,0.7,1024,8388608,5533.83936,1.1,1.2,5535.788752,5536.988752,10861.964724,351.355921,377.553682,4896.057046,4895.862168,78.073412,724.350598,40.086177,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s2_ub_rg_b1024_z0.7_ep0_sd1/hist.csv
exp1_dispatch,s2_ub_rg_b1024_z0.9_ep0_sd1,behavioral,2,ub_rg,dispatch,1024,0.9,1024,8388608,10570.36288,1.1,1.2,10572.312272,10573.512272,5687.454229,908.743616,1166.53876,9911.506646,9911.531753,51.999692,1505.685582,27.203046,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s2_ub_rg_b1024_z0.9_ep0_sd1/hist.csv
exp1_dispatch,s2_ub_rg_b1024_z0_ep0_sd1,behavioral,2,ub_rg,dispatch,1024,0.0,1024,8388608,163.86048,1.1,1.2,178.123367,179.323367,337572.454584,84.541196,128.110578,164.342437,152.901249,161.79603,84.665894,84.493081,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s2_ub_rg_b1024_z0_ep0_sd1/hist.csv
exp1_dispatch,s2_ub_rg_b16_z0.3_ep0_sd1,behavioral,2,ub_rg,dispatch,16,0.3,1024,131072,15.62624,1.1,1.2,17.578986,18.778986,53445.863384,3.944307,3.785522,8.398703,11.979295,5.244283,5.152741,3.430685,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s2_ub_rg_b16_z0.3_ep0_sd1/hist.csv
exp1_dispatch,s2_ub_rg_b16_z0.7_ep0_sd1,behavioral,2,ub_rg,dispatch,16,0.7,1024,131072,93.32736,1.1,1.2,95.280106,96.480106,9860.653323,7.780928,3.806191,65.813069,79.07524,4.090967,13.644825,2.846679,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s2_ub_rg_b16_z0.7_ep0_sd1/hist.csv
exp1_dispatch,s2_ub_rg_b16_z0.9_ep0_sd1,behavioral,2,ub_rg,dispatch,16,0.9,1024,131072,170.5984,1.1,1.2,172.551146,173.751146,5444.902086,16.504714,4.641284,143.940804,153.625963,3.622687,25.93331,2.614251,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s2_ub_rg_b16_z0.9_ep0_sd1/hist.csv
exp1_dispatch,s2_ub_rg_b16_z0_ep0_sd1,behavioral,2,ub_rg,dispatch,16,0.0,1024,131072,5.44768,1.1,1.2,8.240954,9.440954,114006.716289,3.878919,3.826692,5.987183,5.990851,5.980848,3.890102,3.876675,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s2_ub_rg_b16_z0_ep0_sd1/hist.csv
exp1_dispatch,s2_ub_rg_b256_z0.3_ep0_sd1,behavioral,2,ub_rg,dispatch,256,0.3,1024,2097152,209.87904,1.1,1.2,211.993486,213.193486,70909.657818,28.928186,17.019743,84.200639,84.105726,37.333919,46.910447,21.037536,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s2_ub_rg_b256_z0.3_ep0_sd1/hist.csv
exp1_dispatch,s2_ub_rg_b256_z0.7_ep0_sd1,behavioral,2,ub_rg,dispatch,256,0.7,1024,2097152,1402.7776,1.1,1.2,1404.892046,1406.092046,10700.028932,90.726428,14.539256,835.162313,835.300015,22.036724,183.774227,12.716998,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s2_ub_rg_b256_z0.7_ep0_sd1/hist.csv
exp1_dispatch,s2_ub_rg_b256_z0.9_ep0_sd1,behavioral,2,ub_rg,dispatch,256,0.9,1024,2097152,2652.44672,1.1,1.2,2654.561166,2655.761166,5662.851446,229.632298,12.716788,2021.850379,2021.990909,14.831402,378.971009,8.674956,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s2_ub_rg_b256_z0.9_ep0_sd1/hist.csv
exp1_dispatch,s2_ub_rg_b256_z0_ep0_sd1,behavioral,2,ub_rg,dispatch,256,0.0,1024,2097152,46.16192,1.1,1.2,59.824,61.024,251276.839007,27.433064,17.729595,49.592097,48.414577,47.543655,27.647679,27.389501,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s2_ub_rg_b256_z0_ep0_sd1/hist.csv
exp1_dispatch,s3_packet_spray_b1024_z0.3_ep0_sd1,behavioral,3,packet_spray,dispatch,1024,0.3,1024,8388608,831.77472,0.0,4.0,976.30152,980.30152,61589.110446,238.796209,265.666,640.69576,639.97896,272.26056,321.323323,206.988654,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s3_packet_spray_b1024_z0.3_ep0_sd1/hist.csv
exp1_dispatch,s3_packet_spray_b1024_z0.7_ep0_sd1,behavioral,3,packet_spray,dispatch,1024,0.7,1024,8388608,5562.368,0.0,4.0,5701.59048,5705.59048,10546.099787,519.149385,314.98184,5030.2356,5047.58216,221.9412,923.57699,180.44443,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s3_packet_spray_b1024_z0.7_ep0_sd1/hist.csv
exp1_dispatch,s3_packet_spray_b1024_z0.9_ep0_sd1,behavioral,3,packet_spray,dispatch,1024,0.9,1024,8388608,10587.8528,0.0,4.0,10725.64168,10729.64168,5606.148698,1103.601673,918.52744,10028.19528,10052.42312,195.27624,1735.263757,167.973318,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s3_packet_spray_b1024_z0.9_ep0_sd1/hist.csv
exp1_dispatch,s3_packet_spray_b1024_z0_ep0_sd1,behavioral,3,packet_spray,dispatch,1024,0.0,1024,8388608,163.86048,0.0,4.0,313.11816,317.11816,192034.668778,224.302017,270.6836,302.79624,295.48488,301.36264,224.317384,224.221064,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s3_packet_spray_b1024_z0_ep0_sd1/hist.csv
exp1_dispatch,s3_packet_spray_b16_z0.3_ep0_sd1,behavioral,3,packet_spray,dispatch,16,0.3,1024,131072,15.7696,0.0,4.0,18.37,22.37,51144.479913,4.478644,4.32072,9.62504,12.77896,5.75432,5.951693,3.893439,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s3_packet_spray_b16_z0.3_ep0_sd1/hist.csv
exp1_dispatch,s3_packet_spray_b16_z0.7_ep0_sd1,behavioral,3,packet_spray,dispatch,16,0.7,1024,131072,91.7504,0.0,4.0,94.63752,98.63752,9927.606894,8.857166,4.60744,66.25224,79.58472,4.7508,15.328788,3.293162,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s3_packet_spray_b16_z0.7_ep0_sd1/hist.csv
exp1_dispatch,s3_packet_spray_b16_z0.9_ep0_sd1,behavioral,3,packet_spray,dispatch,16,0.9,1024,131072,171.17184,0.0,4.0,173.62888,177.62888,5411.104973,18.028409,6.1844,144.24008,153.98856,4.32072,28.103779,2.987514,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s3_packet_spray_b16_z0.9_ep0_sd1/hist.csv
exp1_dispatch,s3_packet_spray_b16_z0_ep0_sd1,behavioral,3,packet_spray,dispatch,16,0.0,1024,131072,4.73088,0.0,4.0,7.618,11.618,123329.495406,4.24249,4.32072,6.32776,6.47112,6.47112,4.275155,4.249185,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s3_packet_spray_b16_z0_ep0_sd1/hist.csv
exp1_dispatch,s3_packet_spray_b256_z0.3_ep0_sd1,behavioral,3,packet_spray,dispatch,256,0.3,1024,2097152,210.0224,0.0,4.0,246.16904,250.16904,61065.296985,60.857716,45.17832,122.59272,127.46696,67.8292,81.669547,52.66935,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s3_packet_spray_b256_z0.3_ep0_sd1/hist.csv
exp1_dispatch,s3_packet_spray_b256_z0.7_ep0_sd1,behavioral,3,packet_spray,dispatch,256,0.7,1024,2097152,1407.36512,0.0,4.0,1442.79496,1446.79496,10418.93405,130.890055,50.05256,873.65576,863.76392,54.21,232.198,45.574433,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s3_packet_spray_b256_z0.7_ep0_sd1/hist.csv
exp1_dispatch,s3_packet_spray_b256_z0.9_ep0_sd1,behavioral,3,packet_spray,dispatch,256,0.9,1024,2097152,2658.6112,0.0,4.0,2693.03752,2697.03752,5581.944338,276.974498,58.08072,2073.00552,2049.0644,48.04552,435.140954,42.118606,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s3_packet_spray_b256_z0.9_ep0_sd1/hist.csv
exp1_dispatch,s3_packet_spray_b256_z0_ep0_sd1,behavioral,3,packet_spray,dispatch,256,0.0,1024,2097152,47.02208,0.0,4.0,83.31208,87.31208,180434.644484,57.207748,44.74824,77.29096,76.28744,76.14408,57.260104,57.131416,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s3_packet_spray_b256_z0_ep0_sd1/hist.csv
exp1_dispatch,s3_ub_rg_b1024_z0.3_ep0_sd1,behavioral,3,ub_rg,dispatch,1024,0.3,1024,8388608,827.61728,1.1,1.2,829.566672,830.766672,72483.07361,95.414451,129.382735,502.646486,502.582697,129.387371,168.018255,66.546716,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s3_ub_rg_b1024_z0.3_ep0_sd1/hist.csv
exp1_dispatch,s3_ub_rg_b1024_z0.7_ep0_sd1,behavioral,3,ub_rg,dispatch,1024,0.7,1024,8388608,5533.83936,1.1,1.2,5535.788752,5536.988752,10861.964724,351.355921,377.553682,4896.057046,4895.862168,78.073412,724.350598,40.086177,,/home/luke/workspace/dyn_latency/results/ub_rg/exp1_dispatch/s3_ub_rg_b1024_z0.7_ep0_sd1/hist.csv
