bin_lo_us,bin_hi_us,count
0,1,0
1,2,1349
2,3,7921
3,4,15894
4,5,19805
5,6,23714
6,7,27016
7,8,28543
8,9,28483
9,10,28576
10,11,28590
11,12,28443
12,13,28519
13,14,28465
14,15,28463
15,16,28358
16,17,28439
17,18,28439
18,19,28346
19,20,28308
20,21,28297
21,22,28314
22,23,28133
23,24,28119
24,25,28131
25,26,27946
26,27,27641
27,28,27481
28,29,26884
29,30,25767
30,31,24677
31,32,22901
32,33,20991
33,34,19026
34,35,17238
35,36,15368
36,37,13798
37,38,12526
38,39,11280
39,40,10231
40,41,9382
41,42,8514
42,43,7752
43,44,7205
44,45,6673
45,46,6262
46,47,5632
47,48,5122
48,49,4664
49,50,4280
50,51,4025
51,52,3720
52,53,3481
53,54,3339
54,55,3141
55,56,3058
56,57,2976
57,58,2809
58,59,2705
59,60,2518
60,61,2334
61,62,2212
62,63,2061
63,64,1868
64,65,1744
65,66,1612
66,67,1456
67,68,1342
68,69,1289
69,70,1178
70,71,1105
71,72,1082
72,73,1032
73,74,968
74,75,949
75,76,863
76,77,803
77,78,785
78,79,751
79,80,727
80,81,666
81,82,676
82,83,676
83,84,617
84,85,563
85,86,530
86,87,510
87,88,489
88,89,455
89,90,441
90,91,428
91,92,408
92,93,370
93,94,378
94,95,356
95,96,331
96,97,321
97,98,325
98,99,319
99,100,277
100,101,258
101,102,241
102,103,259
103,104,248
104,105,234
105,106,247
106,107,220
107,108,208
108,109,209
109,110,190
110,111,166
111,112,163
112,113,135
113,114,142
114,115,128
115,116,109
116,117,130
117,118,137
118,119,115
119,120,127
120,121,133
121,122,119
122,123,125
123,124,116
124,125,105
125,126,114
126,127,111
127,128,116
128,129,111
129,130,107
130,131,79
131,132,83
132,133,87
133,134,77
134,135,84
135,136,57
136,137,51
137,138,31
138,139,16
139,140,16
140,141,10
141,142,18
142,143,14
143,144,12
144,145,16
145,146,12
146,147,15
147,148,13
148,149,14
149,150,14
150,151,14
151,152,13
152,153,15
153,154,10
154,155,7
155,156,0
156,157,0
157,158,0
158,159,0
159,160,0
160,161,0
161,162,0
162,163,0
163,164,0
164,165,0
165,166,0
166,167,0
167,168,0
168,169,0
169,170,0
170,171,0
171,172,0
172,173,0
173,174,0
174,175,0
175,176,0
176,177,0
177,178,0
178,179,0
179,180,0
180,181,0
181,182,0
182,183,0
183,184,0
184,185,0
185,186,0
186,187,0
187,188,0
188,189,0
189,190,0
190,191,0
191,192,0
192,193,0
193,194,0
194,195,0
195,196,0
196,197,0
197,198,0
198,199,0
199,200,0
