experiment,run_id,summary_path,engine,network_engine,status,tier,scenario,scheme,batch_size,zipf_s,ep_size,layers,microbatches,attention_devices,ffn_devices,m_to_n,placement,te_profile,step_time_us,throughput_tokens_s,baseline_step_time_us,speedup,tc_us,dispatch_us,combine_us,mask_value,mask_label,mask_definition,packet_evidence_paths,raw.cluster_throughput_tokens_s,raw.engine,raw.experiment,raw.job.batch,raw.job.ep_size,raw.job.exp,raw.job.layers,raw.job.m_attn,raw.job.microbatches,raw.job.n_ffn,raw.job.placement,raw.job.scenario,raw.job.scheme,raw.job.seed,raw.job.te_profile,raw.job.tier,raw.job.zipf_s,raw.model.cluster_throughput_tokens_s,raw.model.communication_busy_us,raw.model.communication_utilization,raw.model.compute_busy_us,raw.model.compute_utilization,raw.model.config.attention_devices,raw.model.config.batch_size,raw.model.config.combine_us,raw.model.config.dispatch_us,raw.model.config.ffn_devices,raw.model.config.layers,raw.model.config.microbatches,raw.model.config.seed,raw.model.config.ta_us,raw.model.config.tc_us,raw.model.config.te_profile,raw.model.config.te_us,raw.model.config.uniform_high_us,raw.model.config.uniform_low_us,raw.model.events._count,raw.model.layer_results._count,raw.model.masking.bidirectional_hidden,raw.model.masking.ffn_not_exposed,raw.model.masking.fully_hidden,raw.model.masking.single_direction_hidden,raw.model.per_device_throughput_tokens_s,raw.model.startup_us,raw.model.steady_state_us,raw.model.step_time_us,raw.model.ta_us,raw.model.tc_us,raw.model.te_profile,raw.model.te_us,raw.model.tf_us,raw.network_inputs.combine_cct_us,raw.network_inputs.dispatch_cct_us,raw.network_inputs.m2n_cct_us,raw.network_inputs.n2m_cct_us,raw.network_inputs.seed_aggregation,raw.network_inputs.tc_definition,raw.network_inputs.tc_us,raw.network_runs._count,raw.per_device_throughput_tokens_s,raw.run_id,raw.step_time_us,raw.tier,report_included
sys1,sys1_s1_ub_rg_b256_z0_ep128_L60_m1_sd1,sys1/sys1_s1_ub_rg_b256_z0_ep128_L60_m1_sd1/summary.json,packet,,ok,main,1,ub_rg,256,0,128,60,1,0,0,,role_packed,hidden,1389819.042122924,184.19664160664004,,,,11525.184,11473.179,,缺失,,"[""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_ub_rg_dispatch_mb256_z0_ep128_sd1/summary.json"", ""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_ub_rg_combine_mb256_z0_ep128_sd1/summary.json""]",,packet,sys1,256,128,sys1,60,0,1,0,role_packed,1,ub_rg,1,hidden,main,0.0,,,,,,,256,11473.179,11525.184,,60,,1,,,,,90.0,75.0,,60,,,,,184.19664160664004,,,1389819.042122924,,,,,,11473.179,11525.184,,,,,,2,184.19664160664004,sys1_s1_ub_rg_b256_z0_ep128_L60_m1_sd1,1389819.042122924,main,True
sys1,sys1_s1_ub_rg_b64_z0.5_ep128_L60_m1_sd1,sys1/sys1_s1_ub_rg_b64_z0.5_ep128_L60_m1_sd1/summary.json,packet,,ok,controls,1,ub_rg,64,0.5,128,60,1,0,0,,role_packed,hidden,25258066.842122924,2.533843955677047,,,,10457.227,410345.266,,缺失,,"[""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_ub_rg_dispatch_mb64_z0.5_ep128_sd1/summary.json"", ""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_ub_rg_combine_mb64_z0.5_ep128_sd1/summary.json""]",,packet,sys1,64,128,sys1,60,0,1,0,role_packed,1,ub_rg,1,hidden,controls,0.5,,,,,,,64,410345.266,10457.227,,60,,1,,,,,90.0,75.0,,60,,,,,2.533843955677047,,,25258066.842122924,,,,,,410345.266,10457.227,,,,,,2,2.533843955677047,sys1_s1_ub_rg_b64_z0.5_ep128_L60_m1_sd1,25258066.842122924,controls,True
sys1,sys1_s1_ub_rg_b64_z0.9_ep128_L60_m1_sd1,sys1/sys1_s1_ub_rg_b64_z0.9_ep128_L60_m1_sd1/summary.json,packet,,ok,controls,1,ub_rg,64,0.9,128,60,1,0,0,,role_packed,hidden,55263722.80212291,1.1580834000119422,,,,10519.528,910377.231,,缺失,,"[""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_ub_rg_dispatch_mb64_z0.9_ep128_sd1/summary.json"", ""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_ub_rg_combine_mb64_z0.9_ep128_sd1/summary.json""]",,packet,sys1,64,128,sys1,60,0,1,0,role_packed,1,ub_rg,1,hidden,controls,0.9,,,,,,,64,910377.231,10519.528,,60,,1,,,,,90.0,75.0,,60,,,,,1.1580834000119422,,,55263722.80212291,,,,,,910377.231,10519.528,,,,,,2,1.1580834000119422,sys1_s1_ub_rg_b64_z0.9_ep128_L60_m1_sd1,55263722.80212291,controls,True
sys1,sys1_s1_ub_rg_b64_z0_ep128_L60_m1_sd1,sys1/sys1_s1_ub_rg_b64_z0_ep128_L60_m1_sd1/summary.json,packet,,ok,controls,1,ub_rg,64,0,128,60,1,0,0,,role_packed,hidden,1836226.6021229238,34.8540860512572,,,,20019.646,10418.843,,缺失,,"[""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_ub_rg_dispatch_mb64_z0_ep128_sd1/summary.json"", ""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_ub_rg_combine_mb64_z0_ep128_sd1/summary.json""]",,packet,sys1,64,128,sys1,60,0,1,0,role_packed,1,ub_rg,1,hidden,controls,0.0,,,,,,,64,10418.843,20019.646,,60,,1,,,,,90.0,75.0,,60,,,,,34.8540860512572,,,1836226.6021229238,,,,,,10418.843,20019.646,,,,,,2,34.8540860512572,sys1_s1_ub_rg_b64_z0_ep128_L60_m1_sd1,1836226.6021229238,controls,True
sys2,sys2_s1_packet_spray_b256_z0.5_ep128_L60_m1_sd1,sys2/sys2_s1_packet_spray_b256_z0.5_ep128_L60_m1_sd1/summary.json,packet,,ok,controls,1,packet_spray,256,0.5,128,60,1,0,0,,role_packed,hidden,539198.142122924,474.7790839784427,539198.142122924,1.0,,7064.412,1756.936,0.0,0.0% 通讯重叠,communication event time overlapped by compute events,"[""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_packet_spray_dispatch_mb256_z0.5_ep128_sd1/summary.json"", ""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_packet_spray_combine_mb256_z0.5_ep128_sd1/summary.json""]",,packet,sys2,256,128,sys2,60,0,1,0,role_packed,1,packet_spray,1,hidden,controls,0.5,,529280.8799999999,0.9816073881785312,9917.262122924063,0.018392611821468723,,256,1756.936,7064.412,,60,1,1,,,,,90.0,75.0,240,,,,,,474.7790839784427,,,539198.142122924,,,,,,1756.936,7064.412,,,,,,2,474.7790839784427,sys2_s1_packet_spray_b256_z0.5_ep128_L60_m1_sd1,539198.142122924,controls,True
sys2,sys2_s1_packet_spray_b256_z0.5_ep128_L60_m2_sd1,sys2/sys2_s1_packet_spray_b256_z0.5_ep128_L60_m2_sd1/summary.json,packet,,ok,main,1,packet_spray,256,0.5,128,60,2,0,0,,role_packed,hidden,363300.455463662,704.6509195076019,539198.142122924,1.4841658853269883,,2149.128,877.734,0.05423742881179563,5.4% 通讯重叠,communication event time overlapped by compute events,"[""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_packet_spray_dispatch_mb128_z0.5_ep128_sd1/summary.json"", ""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_packet_spray_combine_mb128_z0.5_ep128_sd1/summary.json""]",,packet,sys2,256,128,sys2,60,0,2,0,role_packed,1,packet_spray,1,hidden,main,0.5,,363223.4400000003,0.9997880116512284,19777.320933437222,0.05443791945759173,,256,877.734,2149.128,,60,2,1,,,,,90.0,75.0,480,,,,,,704.6509195076019,,,363300.455463662,,,,,,877.734,2149.128,,,,,,2,704.6509195076019,sys2_s1_packet_spray_b256_z0.5_ep128_L60_m2_sd1,363300.455463662,main,True
sys2,sys2_s1_packet_spray_b256_z0.5_ep128_L60_m4_sd1,sys2/sys2_s1_packet_spray_b256_z0.5_ep128_L60_m4_sd1/summary.json,packet,,ok,controls,1,packet_spray,256,0.5,128,60,4,0,0,,role_packed,hidden,246252.93546366208,1039.5815161268451,539198.142122924,2.189611023753623,,583.131,442.602,0.16044566130157734,16.0% 通讯重叠,communication event time overlapped by compute events,"[""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_packet_spray_dispatch_mb64_z0.5_ep128_sd1/summary.json"", ""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_packet_spray_combine_mb64_z0.5_ep128_sd1/summary.json""]",,packet,sys2,256,128,sys2,60,0,4,0,role_packed,1,packet_spray,1,hidden,controls,0.5,,246175.9200000004,0.9996872505762553,39574.873744585944,0.16070823143720755,,256,442.602,583.131,,60,4,1,,,,,90.0,75.0,960,,,,,,1039.5815161268451,,,246252.93546366208,,,,,,442.602,583.131,,,,,,2,1039.5815161268451,sys2_s1_packet_spray_b256_z0.5_ep128_L60_m4_sd1,246252.93546366208,controls,True
sys2,sys2_s1_packet_spray_b256_z0.9_ep128_L60_m1_sd1,sys2/sys2_s1_packet_spray_b256_z0.9_ep128_L60_m1_sd1/summary.json,packet,,ok,controls,1,packet_spray,256,0.9,128,60,1,0,0,,role_packed,hidden,1198079.5621229215,213.6752917697587,1198079.5621229215,1.0,,15917.978,3884.727,0.0,0.0% 通讯重叠,communication event time overlapped by compute events,"[""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_packet_spray_dispatch_mb256_z0.9_ep128_sd1/summary.json"", ""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_packet_spray_combine_mb256_z0.9_ep128_sd1/summary.json""]",,packet,sys2,256,128,sys2,60,0,1,0,role_packed,1,packet_spray,1,hidden,controls,0.9,,1188162.299999998,0.9917223676653404,9917.262122923546,0.00827763233465963,,256,3884.727,15917.978,,60,1,1,,,,,90.0,75.0,240,,,,,,213.6752917697587,,,1198079.5621229215,,,,,,3884.727,15917.978,,,,,,2,213.6752917697587,sys2_s1_packet_spray_b256_z0.9_ep128_L60_m1_sd1,1198079.5621229215,controls,True
sys2,sys2_s1_packet_spray_b256_z0.9_ep128_L60_m2_sd1,sys2/sys2_s1_packet_spray_b256_z0.9_ep128_L60_m2_sd1/summary.json,packet,,ok,main,1,packet_spray,256,0.9,128,60,2,0,0,,role_packed,hidden,1208718.935463666,211.7944813214977,1198079.5621229215,0.9911978103191845,,8130.331,1941.685,0.016299538468578168,1.6% 通讯重叠,communication event time overlapped by compute events,"[""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_packet_spray_dispatch_mb128_z0.9_ep128_sd1/summary.json"", ""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_packet_spray_combine_mb128_z0.9_ep128_sd1/summary.json""]",,packet,sys2,256,128,sys2,60,0,2,0,role_packed,1,packet_spray,1,hidden,main,0.9,,1208641.9200000043,0.9999362833977345,19777.320933437935,0.016362216519633932,,256,1941.685,8130.331,,60,2,1,,,,,90.0,75.0,480,,,,,,211.7944813214977,,,1208718.935463666,,,,,,1941.685,8130.331,,,,,,2,211.7944813214977,sys2_s1_packet_spray_b256_z0.9_ep128_L60_m2_sd1,1208718.935463666,main,True
sys2,sys2_s1_packet_spray_b256_z0.9_ep128_L60_m4_sd1,sys2/sys2_s1_packet_spray_b256_z0.9_ep128_L60_m4_sd1/summary.json,packet,,ok,controls,1,packet_spray,256,0.9,128,60,4,0,0,,role_packed,hidden,870442.0554636576,294.103436745869,1198079.5621229215,1.3764035809192854,,2658.132,968.389,0.04538079594847283,4.5% 通讯重叠,communication event time overlapped by compute events,"[""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_packet_spray_dispatch_mb64_z0.9_ep128_sd1/summary.json"", ""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_packet_spray_combine_mb64_z0.9_ep128_sd1/summary.json""]",,packet,sys2,256,128,sys2,60,0,4,0,role_packed,1,packet_spray,1,hidden,controls,0.9,,870365.039999996,0.9999115214353693,39574.87374458589,0.04546525928541628,,256,968.389,2658.132,,60,4,1,,,,,90.0,75.0,960,,,,,,294.103436745869,,,870442.0554636576,,,,,,968.389,2658.132,,,,,,2,294.103436745869,sys2_s1_packet_spray_b256_z0.9_ep128_L60_m4_sd1,870442.0554636576,controls,True
sys2,sys2_s1_packet_spray_b256_z0_ep128_L60_m1_sd1,sys2/sys2_s1_packet_spray_b256_z0_ep128_L60_m1_sd1/summary.json,packet,,ok,controls,1,packet_spray,256,0,128,60,1,0,0,,role_packed,hidden,56392.542122924075,4539.607372939013,56392.542122924075,1.0,,385.135,389.453,0.0,0.0% 通讯重叠,communication event time overlapped by compute events,"[""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_packet_spray_dispatch_mb256_z0_ep128_sd1/summary.json"", ""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_packet_spray_combine_mb256_z0_ep128_sd1/summary.json""]",,packet,sys2,256,128,sys2,60,0,1,0,role_packed,1,packet_spray,1,hidden,controls,0.0,,46475.28000000008,0.8241387646383024,9917.262122923998,0.17586123536169762,,256,389.453,385.135,,60,1,1,,,,,90.0,75.0,240,,,,,,4539.607372939013,,,56392.542122924075,,,,,,389.453,385.135,,,,,,2,4539.607372939013,sys2_s1_packet_spray_b256_z0_ep128_L60_m1_sd1,56392.542122924075,controls,True
sys2,sys2_s1_packet_spray_b256_z0_ep128_L60_m2_sd1,sys2/sys2_s1_packet_spray_b256_z0_ep128_L60_m2_sd1/summary.json,packet,,ok,main,1,packet_spray,256,0,128,60,2,0,0,,role_packed,hidden,47655.81546366153,5371.852259987134,56392.542122924075,1.1833297064431616,,197.1,199.39,0.4140563753137019,41.4% 通讯重叠,communication event time overlapped by compute events,"[""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_packet_spray_dispatch_mb128_z0_ep128_sd1/summary.json"", ""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_packet_spray_combine_mb128_z0_ep128_sd1/summary.json""]",,packet,sys2,256,128,sys2,60,0,2,0,role_packed,1,packet_spray,1,hidden,main,0.0,,47578.79999999984,0.9983839230760743,19777.32093343718,0.41500330528427876,,256,199.39,197.1,,60,2,1,,,,,90.0,75.0,480,,,,,,5371.852259987134,,,47655.81546366153,,,,,,199.39,197.1,,,,,,2,5371.852259987134,sys2_s1_packet_spray_b256_z0_ep128_L60_m2_sd1,47655.81546366153,main,True
sys2,sys2_s1_packet_spray_b256_z0_ep128_L60_m4_sd1,sys2/sys2_s1_packet_spray_b256_z0_ep128_L60_m4_sd1/summary.json,packet,,ok,controls,1,packet_spray,256,0,128,60,4,0,0,,role_packed,hidden,48741.815463661995,5252.163826167968,56392.542122924075,1.1569643351706063,,101.05,101.72,0.811630958740692,81.2% 通讯重叠,communication event time overlapped by compute events,"[""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_packet_spray_dispatch_mb64_z0_ep128_sd1/summary.json"", ""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_packet_spray_combine_mb64_z0_ep128_sd1/summary.json""]",,packet,sys2,256,128,sys2,60,0,4,0,role_packed,1,packet_spray,1,hidden,controls,0.0,,48664.80000000031,0.9984199303425803,39574.873744585966,0.8119285949471832,,256,101.72,101.05,,60,4,1,,,,,90.0,75.0,960,,,,,,5252.163826167968,,,48741.815463661995,,,,,,101.72,101.05,,,,,,2,5252.163826167968,sys2_s1_packet_spray_b256_z0_ep128_L60_m4_sd1,48741.815463661995,controls,True
sys2,sys2_s1_ub_rg_b256_z0.5_ep128_L60_m1_sd1,sys2/sys2_s1_ub_rg_b256_z0.5_ep128_L60_m1_sd1/summary.json,packet,,ok,controls,1,ub_rg,256,0.5,128,60,1,0,0,,role_packed,hidden,86513729.20212294,2.9590679116594836,86513729.20212294,1.0,,11415.962,1430314.237,0.0,0.0% 通讯重叠,communication event time overlapped by compute events,"[""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_ub_rg_dispatch_mb256_z0.5_ep128_sd1/summary.json"", ""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_ub_rg_combine_mb256_z0.5_ep128_sd1/summary.json""]",,packet,sys2,256,128,sys2,60,0,1,0,role_packed,1,ub_rg,1,hidden,controls,0.5,,86503811.94000004,0.9998853677651587,9917.262122900529,0.00011463223484137096,,256,1430314.237,11415.962,,60,1,1,,,,,90.0,75.0,240,,,,,,2.9590679116594836,,,86513729.20212294,,,,,,1430314.237,11415.962,,,,,,2,2.9590679116594836,sys2_s1_ub_rg_b256_z0.5_ep128_L60_m1_sd1,86513729.20212294,controls,True
sys2,sys2_s1_ub_rg_b256_z0.5_ep128_L60_m2_sd1,sys2/sys2_s1_ub_rg_b256_z0.5_ep128_L60_m2_sd1/summary.json,packet,,ok,main,1,ub_rg,256,0.5,128,60,2,0,0,,role_packed,hidden,66173115.09546353,3.8686406047332955,86513729.20212294,1.3073848658524745,,10811.679,540630.305,0.0002977089467456119,0.0% 通讯重叠,communication event time overlapped by compute events,"[""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_ub_rg_dispatch_mb128_z0.5_ep128_sd1/summary.json"", ""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_ub_rg_combine_mb128_z0.5_ep128_sd1/summary.json""]",,packet,sys2,256,128,sys2,60,0,2,0,role_packed,1,ub_rg,1,hidden,main,0.5,,66173038.079999864,0.9999988361517581,19777.320933415715,0.00029887244849942905,,256,540630.305,10811.679,,60,2,1,,,,,90.0,75.0,480,,,,,,3.8686406047332955,,,66173115.09546353,,,,,,540630.305,10811.679,,,,,,2,3.8686406047332955,sys2_s1_ub_rg_b256_z0.5_ep128_L60_m2_sd1,66173115.09546353,main,True
sys2,sys2_s1_ub_rg_b256_z0.5_ep128_L60_m4_sd1,sys2/sys2_s1_ub_rg_b256_z0.5_ep128_L60_m4_sd1/summary.json,packet,,ok,controls,1,ub_rg,256,0.5,128,60,4,0,0,,role_packed,hidden,100992675.3354638,2.5348372953746776,86513729.20212294,0.8566337005604945,,10457.227,410345.266,0.0003910965648766744,0.0% 通讯重叠,communication event time overlapped by compute events,"[""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_ub_rg_dispatch_mb64_z0.5_ep128_sd1/summary.json"", ""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_ub_rg_combine_mb64_z0.5_ep128_sd1/summary.json""]",,packet,sys2,256,128,sys2,60,0,4,0,role_packed,1,ub_rg,1,hidden,controls,0.5,,100992598.32000014,0.999999237415353,39574.87374458354,0.0003918588512793535,,256,410345.266,10457.227,,60,4,1,,,,,90.0,75.0,960,,,,,,2.5348372953746776,,,100992675.3354638,,,,,,410345.266,10457.227,,,,,,2,2.5348372953746776,sys2_s1_ub_rg_b256_z0.5_ep128_L60_m4_sd1,100992675.3354638,controls,True
sys2,sys2_s1_ub_rg_b256_z0.9_ep128_L60_m1_sd1,sys2/sys2_s1_ub_rg_b256_z0.9_ep128_L60_m1_sd1/summary.json,packet,,ok,controls,1,ub_rg,256,0.9,128,60,1,0,0,,role_packed,hidden,463277008.4821224,0.5525851603099334,463277008.4821224,1.0,,30402.613,7690715.574,0.0,0.0% 通讯重叠,communication event time overlapped by compute events,"[""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_ub_rg_dispatch_mb256_z0.9_ep128_sd1/summary.json"", ""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_ub_rg_combine_mb256_z0.9_ep128_sd1/summary.json""]",,packet,sys2,256,128,sys2,60,0,1,0,role_packed,1,ub_rg,1,hidden,controls,0.9,,463267091.21999955,0.9999785932348437,9917.262122856991,2.1406765156228753e-05,,256,7690715.574,30402.613,,60,1,1,,,,,90.0,75.0,240,,,,,,0.5525851603099334,,,463277008.4821224,,,,,,7690715.574,30402.613,,,,,,2,0.5525851603099334,sys2_s1_ub_rg_b256_z0.9_ep128_L60_m1_sd1,463277008.4821224,controls,True
sys2,sys2_s1_ub_rg_b256_z0.9_ep128_L60_m2_sd1,sys2/sys2_s1_ub_rg_b256_z0.9_ep128_L60_m2_sd1/summary.json,packet,,ok,main,1,ub_rg,256,0.9,128,60,2,0,0,,role_packed,hidden,198125424.69546282,1.292110794934551,463277008.4821224,2.338301655096625,,10738.394,1640306.17,9.943354396813084e-05,0.0% 通讯重叠,communication event time overlapped by compute events,"[""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_ub_rg_dispatch_mb128_z0.9_ep128_sd1/summary.json"", ""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_ub_rg_combine_mb128_z0.9_ep128_sd1/summary.json""]",,packet,sys2,256,128,sys2,60,0,2,0,role_packed,1,ub_rg,1,hidden,main,0.9,,198125347.67999917,0.9999996112792502,19777.320933402094,9.982222606614811e-05,,256,1640306.17,10738.394,,60,2,1,,,,,90.0,75.0,480,,,,,,1.292110794934551,,,198125424.69546282,,,,,,1640306.17,10738.394,,,,,,2,1.292110794934551,sys2_s1_ub_rg_b256_z0.9_ep128_L60_m2_sd1,198125424.69546282,main,True
sys2,sys2_s1_ub_rg_b256_z0.9_ep128_L60_m4_sd1,sys2/sys2_s1_ub_rg_b256_z0.9_ep128_L60_m4_sd1/summary.json,packet,,ok,controls,1,ub_rg,256,0.9,128,60,4,0,0,,role_packed,hidden,221015299.1754641,1.1582908556785543,463277008.4821224,2.0961309475428065,,10519.528,910377.231,0.0001787110312801491,0.0% 通讯重叠,communication event time overlapped by compute events,"[""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_ub_rg_dispatch_mb64_z0.9_ep128_sd1/summary.json"", ""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_ub_rg_combine_mb64_z0.9_ep128_sd1/summary.json""]",,packet,sys2,256,128,sys2,60,0,4,0,role_packed,1,ub_rg,1,hidden,controls,0.9,,221015222.16000044,0.9999996515378622,39574.87374448663,0.00017905943114403193,,256,910377.231,10519.528,,60,4,1,,,,,90.0,75.0,960,,,,,,1.1582908556785543,,,221015299.1754641,,,,,,910377.231,10519.528,,,,,,2,1.1582908556785543,sys2_s1_ub_rg_b256_z0.9_ep128_L60_m4_sd1,221015299.1754641,controls,True
sys2,sys2_s1_ub_rg_b256_z0_ep128_L60_m1_sd1,sys2/sys2_s1_ub_rg_b256_z0_ep128_L60_m1_sd1/summary.json,packet,,ok,controls,1,ub_rg,256,0,128,60,1,0,0,,role_packed,hidden,1389819.0421229224,184.19664160664027,1389819.0421229224,1.0,,11525.184,11473.179,0.0,0.0% 通讯重叠,communication event time overlapped by compute events,"[""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_ub_rg_dispatch_mb256_z0_ep128_sd1/summary.json"", ""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_ub_rg_combine_mb256_z0_ep128_sd1/summary.json""]",,packet,sys2,256,128,sys2,60,0,1,0,role_packed,1,ub_rg,1,hidden,controls,0.0,,1379901.7799999989,0.9928643500899405,9917.262122923423,0.007135649910059508,,256,11473.179,11525.184,,60,1,1,,,,,90.0,75.0,240,,,,,,184.19664160664027,,,1389819.0421229224,,,,,,11473.179,11525.184,,,,,,2,184.19664160664027,sys2_s1_ub_rg_b256_z0_ep128_L60_m1_sd1,1389819.0421229224,controls,True
sys2,sys2_s1_ub_rg_b256_z0_ep128_L60_m2_sd1,sys2/sys2_s1_ub_rg_b256_z0_ep128_L60_m2_sd1/summary.json,packet,,ok,main,1,ub_rg,256,0,128,60,2,0,0,,role_packed,hidden,2583197.015463662,99.1020036286509,1389819.0421229224,0.5380228584204452,,10788.813,10737.187,0.007626554503768451,0.8% 通讯重叠,communication event time overlapped by compute events,"[""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_ub_rg_dispatch_mb128_z0_ep128_sd1/summary.json"", ""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_ub_rg_combine_mb128_z0_ep128_sd1/summary.json""]",,packet,sys2,256,128,sys2,60,0,2,0,role_packed,1,ub_rg,1,hidden,main,0.0,,2583120.0,0.9999701859892216,19777.320933436047,0.007656141136368643,,256,10737.187,10788.813,,60,2,1,,,,,90.0,75.0,480,,,,,,99.1020036286509,,,2583197.015463662,,,,,,10737.187,10788.813,,,,,,2,99.1020036286509,sys2_s1_ub_rg_b256_z0_ep128_L60_m2_sd1,2583197.015463662,main,True
sys2,sys2_s1_ub_rg_b256_z0_ep128_L60_m4_sd1,sys2/sys2_s1_ub_rg_b256_z0_ep128_L60_m4_sd1/summary.json,packet,,ok,controls,1,ub_rg,256,0,128,60,4,0,0,,role_packed,hidden,7305314.375463674,35.04298197758963,1389819.0421229224,0.19024767048915803,,20019.646,10418.843,0.005406786437520431,0.5% 通讯重叠,communication event time overlapped by compute events,"[""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_ub_rg_dispatch_mb64_z0_ep128_sd1/summary.json"", ""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_ub_rg_combine_mb64_z0_ep128_sd1/summary.json""]",,packet,sys2,256,128,sys2,60,0,4,0,role_packed,1,ub_rg,1,hidden,controls,0.0,,7305237.360000012,0.9999894576113083,39574.873744577315,0.005417271825768,,256,10418.843,20019.646,,60,4,1,,,,,90.0,75.0,960,,,,,,35.04298197758963,,,7305314.375463674,,,,,,10418.843,20019.646,,,,,,2,35.04298197758963,sys2_s1_ub_rg_b256_z0_ep128_L60_m4_sd1,7305314.375463674,controls,True
sys3,sys3_s1_packet_spray_b256_z0.5_ep128_L60_m1_M112_N16_hidden_role_packed_sd1,sys3/sys3_s1_packet_spray_b256_z0.5_ep128_L60_m1_M112_N16_hidden_role_packed_sd1/summary.json,packet,,ok,controls,1,packet_spray,256,0.5,128,60,1,112,16,7.0,role_packed,hidden,34106.87664426434,6567.590528336153,,,14716.019,,,False,未通过,,"[""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_packet_spray_afd_m2n_mb256_z0.5_ep128_M112_N16_role_packed_sd1/summary.json"", ""/home/luke/workspace/dyn_latency/results/ub_rg_system_packet/network/s1_packet_spray_afd_n2m_mb256_z0.5_ep128_M112_N16_role_packed_sd1/summary.json""]",840651.5876270275,packet,sys3,256,128,sys3,60,112,1,16,role_packed,1,packet_spray,1,hidden,controls,0.5,840651.5876270275,,,,,112,256,,,16,60,1,1,,14716.019,hidden,,90.0,75.0,,,False,True,False,False,6567.590528336153,29562.964288224866,4543.912356039475,34106.87664426434,77.01546366168601,14716.019,hidden,53.910824563180206,77.01546366168601,,,14716.019,3737.813,single-seed CCT; no cross-seed P99,"max(m2n_cct_us,n2m_cct_us)",14716.019,2,6567.590528336153,sys3_s1_packet_spray_b256_z0.5_ep128_L60_m1_M112_N16_hidden_role_packed_sd1,34106.87664426434,controls,True
